,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
1952,"The table also indicates that visitors or contractors who do not participate in the agency's testing program must submit negative proof of new crown virus detection within 3 days prior to the visit , or they may be denied entry into the federal agency .","O O O O O B-person O B-person O O O O O O O O O O O O O O B-virus I-virus I-virus O O O O O O O O O O O O O O O O O O O O
","['The', 'table', 'also', 'indicates', 'that', 'visitors', 'or', 'contractors', 'who', 'do', 'not', 'participate', 'in', 'the', ""agency's"", 'testing', 'program', 'must', 'submit', 'negative', 'proof', 'of', 'new', 'crown', 'virus', 'detection', 'within', '3', 'days', 'prior', 'to', 'the', 'visit', ',', 'or', 'they', 'may', 'be', 'denied', 'entry', 'into', 'the', 'federal', 'agency', '.']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'I-virus', 'O', 'B-time', 'I-organization', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'B-location', 'B-symptom', 'O', 'O', 'B-virus', 'I-virus', 'I-virus', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization']","['O', 'O', 'I-time', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'I-virus', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-product', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-virus', 'I-virus', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'I-bacterium', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'I-product', 'I-animal', 'I-product']"
1953,"Moreover , the balance of equities tips in Defendants ’ favor given the strong public interest here that they are promoting – preventing further spread of COVID-19 on campus , a virus which has infected and taken the lives of thousands of Massachusetts residents , she wrote .","O O O O O O O O O O O O O O O O O O O O O O O O O O B-disease O O O O B-virus O O O O O O O O B-person I-person I-person I-person O O O O
","['Moreover', ',', 'the', 'balance', 'of', 'equities', 'tips', 'in', 'Defendants', '’', 'favor', 'given', 'the', 'strong', 'public', 'interest', 'here', 'that', 'they', 'are', 'promoting', '–', 'preventing', 'further', 'spread', 'of', 'COVID-19', 'on', 'campus', ',', 'a', 'virus', 'which', 'has', 'infected', 'and', 'taken', 'the', 'lives', 'of', 'thousands', 'of', 'Massachusetts', 'residents', ',', 'she', 'wrote', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'I-virus', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'I-person', 'I-bacterium', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'I-bacterium', 'B-disease', 'O', 'O', 'O', 'B-symptom', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'B-person', 'O', 'O', 'O', 'B-bacterium']","['B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-bacterium', 'O', 'B-bacterium', 'I-location', 'O', 'I-disease', 'O', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'B-virus', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']"
1954,"Huang Yan Zhongfa , senior researcher of global health at the Council on Foreign Relations , said that coexisting with the Xinguan virus was not only necessary but also feasible , saying that it was necessary to "" desensitization "" to the Xinguan virus .","B-person I-person I-person O O O O O O O O B-organization I-organization I-organization I-organization O O O O O O B-virus I-virus O O O O O O O O O O O O O O O O O O O B-virus I-virus O
","['Huang', 'Yan', 'Zhongfa', ',', 'senior', 'researcher', 'of', 'global', 'health', 'at', 'the', 'Council', 'on', 'Foreign', 'Relations', ',', 'said', 'that', 'coexisting', 'with', 'the', 'Xinguan', 'virus', 'was', 'not', 'only', 'necessary', 'but', 'also', 'feasible', ',', 'saying', 'that', 'it', 'was', 'necessary', 'to', '""', 'desensitization', '""', 'to', 'the', 'Xinguan', 'virus', '.']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'I-symptom', 'I-person', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'I-bacterium', 'O', 'B-location', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'I-location', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'B-symptom', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'I-animal']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'I-product', 'I-symptom', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'B-disease', 'O', 'O', 'B-animal', 'B-virus', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'B-virus', 'B-bacterium', 'B-disease']"
1955,Runny nose . nasal congestion .,"B-symptom I-symptom O B-symptom I-symptom O
","['Runny', 'nose', '.', 'nasal', 'congestion', '.']","['B-symptom', 'I-symptom', 'O', 'B-symptom', 'I-symptom', 'O']","['B-symptom', 'I-symptom', 'O', 'B-symptom', 'I-symptom', 'O']","['B-symptom', 'I-symptom', 'O', 'B-symptom', 'I-symptom', 'O']","['B-location', 'I-symptom', 'O', 'B-symptom', 'I-symptom', 'O']","['B-symptom', 'I-symptom', 'B-time', 'B-symptom', 'B-organization', 'I-bacterium']"
1956,"So , IGD alhamdulilah , gD queue had disintegrated , but the bed of insulation room was still crowded , ICU also still be crowded , so if we see this situation the uptrend is visible , but the situation is still far from ideal , adds Anies .","O O B-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O
","['So', ',', 'IGD', 'alhamdulilah', ',', 'gD', 'queue', 'had', 'disintegrated', ',', 'but', 'the', 'bed', 'of', 'insulation', 'room', 'was', 'still', 'crowded', ',', 'ICU', 'also', 'still', 'be', 'crowded', ',', 'so', 'if', 'we', 'see', 'this', 'situation', 'the', 'uptrend', 'is', 'visible', ',', 'but', 'the', 'situation', 'is', 'still', 'far', 'from', 'ideal', ',', 'adds', 'Anies', '.']","['O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']","['O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']","['O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']","['O', 'O', 'I-symptom', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'B-organization', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'I-location', 'O']"
1957,"However , the more severe 19-fold case COVID-7 has pushed the city to extend its present rules of restrictions , which will expire on Saturday ( 8 / ) .","O O O O O O O O O O O O O O O O O O O O O O O O B-time O O O O O
","['However', ',', 'the', 'more', 'severe', '19-fold', 'case', 'COVID-7', 'has', 'pushed', 'the', 'city', 'to', 'extend', 'its', 'present', 'rules', 'of', 'restrictions', ',', 'which', 'will', 'expire', 'on', 'Saturday', '(', '8', '/', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O']","['I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'B-bacterium', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O']"
1958,"Dr Dwijendra Prasad , Senior Consultant , Prakriya Hospital , stated that a 20-30 per cent increase in cases has already been seen , compared with last year .","B-person I-person I-person O O O O B-organization I-organization O O O O O O O O O B-person O O O O O O O O O O
","['Dr', 'Dwijendra', 'Prasad', ',', 'Senior', 'Consultant', ',', 'Prakriya', 'Hospital', ',', 'stated', 'that', 'a', '20-30', 'per', 'cent', 'increase', 'in', 'cases', 'has', 'already', 'been', 'seen', ',', 'compared', 'with', 'last', 'year', '.']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'I-disease', 'B-organization', 'I-organization', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'B-person', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I-symptom', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-disease', 'B-virus', 'B-time', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O']","['B-person', 'I-person', 'I-person', 'O', 'O', 'I-product', 'I-disease', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'I-animal', 'O', 'O', 'O']"
1959,"It said that Pfizer and BioNTech posted updated results for their ongoing phase 3 trial on 28 July , but without any new data and containing an identical topline efficacy result as the previous preprint – following its admission of significantly waning efficacy that it used to justify calls for booster shots .","O O O B-organization O B-organization O O O O O O O O O O B-time I-time O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
","['It', 'said', 'that', 'Pfizer', 'and', 'BioNTech', 'posted', 'updated', 'results', 'for', 'their', 'ongoing', 'phase', '3', 'trial', 'on', '28', 'July', ',', 'but', 'without', 'any', 'new', 'data', 'and', 'containing', 'an', 'identical', 'topline', 'efficacy', 'result', 'as', 'the', 'previous', 'preprint', '–', 'following', 'its', 'admission', 'of', 'significantly', 'waning', 'efficacy', 'that', 'it', 'used', 'to', 'justify', 'calls', 'for', 'booster', 'shots', '.']","['O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-organization', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-organization', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'B-time', 'I-time', 'I-symptom', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'B-time']","['I-organization', 'O', 'O', 'B-organization', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-time', 'O', 'I-time', 'O', 'I-person', 'O', 'B-time', 'B-location', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'B-location', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O']"
1960,"As a result , 1058 of the province's 2997 schools have now reported 35 % since school .","O O O O O O O O O O O O O O O O O O
","['As', 'a', 'result', ',', '1058', 'of', 'the', ""province's"", '2997', 'schools', 'have', 'now', 'reported', '35', '%', 'since', 'school', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O']","['I-virus', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1961,Those refusing could be barred from entering the buildings .,"O O O O O O O O O O
","['Those', 'refusing', 'could', 'be', 'barred', 'from', 'entering', 'the', 'buildings', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-location', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1962,"The neighborhood ( village ) has a strict "" pass "" system .","O O O O O O O O O O O O O
","['The', 'neighborhood', '(', 'village', ')', 'has', 'a', 'strict', '""', 'pass', '""', 'system', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'B-animal', 'O', 'I-organization', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'I-time', 'O', 'O', 'O']"
1963,""" It was reported that the two patients ' ward for treatment was an independent infectious disease facility , which was built with an investment of 120 million yuan in 2020 by Hefei City , and has advanced hardware facilities and an independent treatment environment .","O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O B-time O B-organization I-organization O O O O O O O O O O O O
","['""', 'It', 'was', 'reported', 'that', 'the', 'two', 'patients', ""'"", 'ward', 'for', 'treatment', 'was', 'an', 'independent', 'infectious', 'disease', 'facility', ',', 'which', 'was', 'built', 'with', 'an', 'investment', 'of', '120', 'million', 'yuan', 'in', '2020', 'by', 'Hefei', 'City', ',', 'and', 'has', 'advanced', 'hardware', 'facilities', 'and', 'an', 'independent', 'treatment', 'environment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'I-bacterium', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-symptom', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'B-time', 'B-symptom', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']","['O', 'B-virus', 'I-location', 'O', 'O', 'O', 'I-location', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-product', 'O', 'I-organization', 'I-animal', 'O', 'O', 'O', 'B-time', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O']"
1964,""" With the vaccine passport and the fourth wave , people who have made the effort to get vaccinated should not be deprived of activities . IT is up to the latecomers to comply , he hammered .","O O O B-product O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O
","['""', 'With', 'the', 'vaccine', 'passport', 'and', 'the', 'fourth', 'wave', ',', 'people', 'who', 'have', 'made', 'the', 'effort', 'to', 'get', 'vaccinated', 'should', 'not', 'be', 'deprived', 'of', 'activities', '.', 'IT', 'is', 'up', 'to', 'the', 'latecomers', 'to', 'comply', ',', 'he', 'hammered', '.']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'B-time', 'B-person', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'I-symptom', 'O', 'O', 'O', 'O']","['I-symptom', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time']"
1965,You should wear a medical mask all the time during the medical visit to avoid using public transport .,"O O O O B-product I-product O O O O O O O O O O O O O
","['You', 'should', 'wear', 'a', 'medical', 'mask', 'all', 'the', 'time', 'during', 'the', 'medical', 'visit', 'to', 'avoid', 'using', 'public', 'transport', '.']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-time', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'I-product', 'O']","['I-bacterium', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O']","['I-animal', 'O', 'O', 'O', 'B-product', 'B-organization', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'I-symptom', 'B-animal', 'O', 'O']"
