,tweets_tok,ner_BIO_full,tweets_full_text,ner_BIO_full_text
1445,"['It', ""'s"", 'near', '!', 'RT', '@skinnyemmie', ':', 'RT', '@shesafitchick', ':', '989', 'followers', '!!', 'RT', 'to', 'help', 'me', 'hit', '1000', 'today', 'please', '!', ':)', '#fitblog', '#hls', '#31DBBB']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",It 's near ! RT @skinnyemmie : RT @shesafitchick : 989 followers !! RT to help me hit 1000 today please ! :) #fitblog #hls #31DBBB,O O O O O O O O O O O O O O O O O O O O O O O O O O
1446,"['@shhaunna_btm', ""i'm"", 'not', 'ignoring', 'you', ""doll..i'm"", 'doing', 'my', 'friday', 'follows']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@shhaunna_btm i'm not ignoring you doll..i'm doing my friday follows,O O O O O O O O O O
1447,"['RT', '@CantBeliebIt', ':', 'When', 'Justin', 'gets', 'a', 'girlfriend', 'That', 'Should', 'Be', 'Me', 'is', 'gonna', 'be', '#1', 'on', 'iTunes', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O']",RT @CantBeliebIt : When Justin gets a girlfriend That Should Be Me is gonna be #1 on iTunes .,O O O O B-person O O O O O O O O O O O O B-product O
1448,"['Dylan', 'refuses', 'to', 'take', 'a', 'nap', 'and', 'he', 'was', 'up', 'before', '7am', ',', 'now', 'he', 'will', 'crash', 'late', 'and', 'stay', 'up', 'half', 'the', 'night']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Dylan refuses to take a nap and he was up before 7am , now he will crash late and stay up half the night",B-person O O O O O O O O O O O O O O O O O O O O O O O
1449,"['Photo', ':', 'Chillo', '??', 'Trying', 'out', 'for', 'the', '1st', 'time', 'this', 'shit', '!!', 'http://tumblr.com/x0jiuemje']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Photo : Chillo ?? Trying out for the 1st time this shit !! http://tumblr.com/x0jiuemje,O O O O O O O O O O O O O O
1450,"['todaii', 'was', 'such', 'a', 'long', 'day']","['O', 'O', 'O', 'O', 'O', 'O']",todaii was such a long day,O O O O O O
1451,"['BORDER', 'LINEA', 'IS', 'TONIGHT', '!', '9', 'p.m.', 'to', '2', 'a.m.', 'NO', 'COVER', '.', 'Come', 'by', 'and', 'see', 'local', 'musicians', 'and', 'artists', 'showcased', 'at', 'Limelight', 'on', 'St', '.', ""Mary's.""]","['B-musicartist', 'I-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'O', 'B-geo-loc', 'I-geo-loc', 'I-geo-loc']",BORDER LINEA IS TONIGHT ! 9 p.m. to 2 a.m. NO COVER . Come by and see local musicians and artists showcased at Limelight on St . Mary's.,B-musicartist I-musicartist O O O O O O O O O O O O O O O O O O O O O B-facility O B-geo-loc I-geo-loc I-geo-loc
1452,"['Internet', '.', 'My', 'MOM', 'got', 'a', 'tattoo', 'today', '.', 'Which', ',', 'if', 'one', 'knows', 'her', ',', 'is', 'so', 'out', 'of', 'character', '.', 'I', 'find', 'it', 'awesome', '.', 'Go', 'ma', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Internet . My MOM got a tattoo today . Which , if one knows her , is so out of character . I find it awesome . Go ma !",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1453,"['btw', ',', 'i', 'called', 'him', 'kitty', 'boy', ""'"", 'cause', 'my', 'friend', 'always', 'says', '&quot;', 'that', ""'s"", 'maa', 'kitty', '&quot;', 'when', 'she', 'sees', 'him', ':D', 'it', ""'s"", 'kinda', 'weard', 'but', 'cute', 'at', 'the', 'same', 'time']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","btw , i called him kitty boy ' cause my friend always says &quot; that 's maa kitty &quot; when she sees him :D it 's kinda weard but cute at the same time",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1454,"[""'RT"", '@ItsTheTeenLife', ':', 'People', 'that', 'txt', 'back', '""', 'K', '.""', '20', 'minutes', 'after', 'the', 'convo', 'already', 'ended', '.', 'Three', 'words', 'for', 'you', '[', 'F%#*', '-', 'You', '-', 'Loser', ']', '#Itsthe', ""...'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'RT @ItsTheTeenLife : People that txt back "" K ."" 20 minutes after the convo already ended . Three words for you [ F%#* - You - Loser ] #Itsthe ...'",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1455,"['When', 'I', 'go', 'to', 'that', 'musical', ""I'm"", 'staying', 'near', 'old', 'people', 'so', ""they'll"", 'cry', 'w/me', 'like', 'Les', 'Miserables', "":'"", ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-movie', 'I-movie', 'O', 'O']",When I go to that musical I'm staying near old people so they'll cry w/me like Les Miserables :' ),O O O O O O O O O O O O O O O O B-movie I-movie O O
1456,"['MOTOGP', ':', 'Round', '13', ',', 'Motoland', 'of', 'Aragon', ',', 'Spain', ',', 'day', 'one', '.', 'Marlboro', 'Ducati', ""'s"", 'Casey', 'Stoner', 'wasted', 'no', 'time', 'in', 'taking', '...', 'http://fb.me/HSTaAyrb']","['B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'B-company', 'I-company', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","MOTOGP : Round 13 , Motoland of Aragon , Spain , day one . Marlboro Ducati 's Casey Stoner wasted no time in taking ... http://fb.me/HSTaAyrb",B-other O O O O O O B-geo-loc O B-geo-loc O O O O B-company I-company O B-person I-person O O O O O O O
1457,"['Amazing', '.', 'And', 'encouraging', '.', 'RT', '@SusannahFox', ':', '36,000', '#bluebutton', 'downloads', 'for', 'VA', 'health', 'records', 'in', '1st', '10', 'days', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Amazing . And encouraging . RT @SusannahFox : 36,000 #bluebutton downloads for VA health records in 1st 10 days !",O O O O O O O O O O O O O O O O O O O O
1458,"['my', 'heart', 'stops', 'when', 'you', 'look', 'at', 'me', ',', 'just', 'one', 'touch', 'now', 'baby', 'i', 'believe', '&lt;', '33']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","my heart stops when you look at me , just one touch now baby i believe &lt; 33",O O O O O O O O O O O O O O O O O O
1459,"['There', ""'s"", 'a', 'lot', 'of', 'people', 'showing', 'off', 'their', 'iPhones', 'on', 'facebook', 'today', ',', 'so', '&lt;', 'so', 'is', 'at', 'such', 'a', 'place', ',', 'it', ""'s"", 'really', 'not', 'that', 'interesting', ';o', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","There 's a lot of people showing off their iPhones on facebook today , so &lt; so is at such a place , it 's really not that interesting ;o )",O O O O O O O O O B-product O B-company O O O O O O O O O O O O O O O O O O O
1460,"['Apparently', '40', 'days', ',', '1', 'hour', ',', '49', 'mins', 'and', '36', 'seconds', 'to', 'Doha', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O']","Apparently 40 days , 1 hour , 49 mins and 36 seconds to Doha ....",O O O O O O O O O O O O O B-geo-loc O
1461,"['@JennieGoingWest', 'DO', 'IT', '!', 'it', ""'s"", 'better', 'with', 'dirty', 'hair', 'too', '.', 'when', 'my', 'hair', 'is', 'too', 'clean', 'it', ""'s"", 'nearly', 'impossible', 'to', 'do', 'nything', 'w', 'it', '!!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@JennieGoingWest DO IT ! it 's better with dirty hair too . when my hair is too clean it 's nearly impossible to do nything w it !!!,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1462,"['RT', '@Queen_UK', ':', 'Pope', 'insists', 'he', 'left', 'his', 'cigarettes', 'at', 'Holyroodhouse', '.', 'One', ""'s"", 'asked', 'the', 'staff', 'to', 'have', 'a', 'look', 'around', '.', 'The', 'DoE', 'may', 'well', 'have', 'p', '...']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O', 'O']",RT @Queen_UK : Pope insists he left his cigarettes at Holyroodhouse . One 's asked the staff to have a look around . The DoE may well have p ...,O O O B-person O O O O O O B-facility O O O O O O O O O O O O O B-other O O O O O
1463,"[""'RT"", '@JReyez', ':', 'The', '""', 'Say', 'Aah', '""', 'crew', 'in', 'Toronto', '?', 'November', '?', ""Hahaha'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O']","'RT @JReyez : The "" Say Aah "" crew in Toronto ? November ? Hahaha'",O O O O O O O O O O B-geo-loc O O O O
1464,"['n', 'dude', '....', 'one', 'of', 'the', 'new', 'choir', 'teacher', 'that', 'they', 'interviewed', '(', 'we', 'had', 'him', 'all', 'week', ')', 'gave', 'us', 'DONUTS', '!!!!', 'haha', 'hes', 'nice']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",n dude .... one of the new choir teacher that they interviewed ( we had him all week ) gave us DONUTS !!!! haha hes nice,O O O O O O O O O O O O O O O O O O O O O O O O O O
1465,"['""', 'Count', 'your', 'age', 'by', '#friends', ',', 'not', 'years', '.', 'Count', 'your', 'life', 'by', '#smiles', ',', 'not', 'tears', '.""', '#quote', 'John', 'Lennon', '#quotes']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']",""" Count your age by #friends , not years . Count your life by #smiles , not tears ."" #quote John Lennon #quotes",O O O O O O O O O O O O O O O O O O O O B-person I-person O
1466,"['@XrisLastRights', 'yep', '...', 'we', ""don't"", 'have', 'anything', 'here', '...', '(', 'ok', ',', ""we've"", 'had', 'mcfly', 'one', 'year', 'ago', 'but', '..', 'that', ""'s"", 'it', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@XrisLastRights yep ... we don't have anything here ... ( ok , we've had mcfly one year ago but .. that 's it )",O O O O O O O O O O O O O O O O O O O O O O O O
1467,"['I', 'think', 'that', 'today', 'the', 'party', 'has', 'been', 'canceled', 'makes', 'too', 'much', 'air', 'in', 'the', 'street', 'loll', '.', 'miss', 'u', 'twitfriends', '.', 'xx']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I think that today the party has been canceled makes too much air in the street loll . miss u twitfriends . xx,O O O O O O O O O O O O O O O O O O O O O O O
1468,"['@LH_TCC', 'I', 'hope', 'for', 'All', 'Of', 'The', 'Lights', '.', 'I', 'really', 'do', '.', 'CDQ', 'of', 'Runaway', 'better', 'have', 'those', 'samples', 'from', 'when', 'he', 'did', 'it', 'Live', 'too', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@LH_TCC I hope for All Of The Lights . I really do . CDQ of Runaway better have those samples from when he did it Live too .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1469,"['Pedersen', ':', 'Hangeland', ""won't"", 'be', 'at', 'Fulham', 'for', 'long', 'http://bit.ly/aCXCNE', '#blackburnrovers']","['B-person', 'O', 'B-other', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O']",Pedersen : Hangeland won't be at Fulham for long http://bit.ly/aCXCNE #blackburnrovers,B-person O B-other O O O B-geo-loc O O O O
1470,"['I', 'was', 'rotfl', 'at', 'lunch', 'today', '.', 'xD', 'My', 'BFF', '&amp;', 'I', 'sat', 'next', 'to', 'these', '2', 'boys', ',', 'Shane', '&amp;', 'Jonah', '.', 'And', 'this', 'girl', ',', 'Claire', '.', '(', 'cont', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']","I was rotfl at lunch today . xD My BFF &amp; I sat next to these 2 boys , Shane &amp; Jonah . And this girl , Claire . ( cont )",O O O O O O O O O O O O O O O O O O O B-person O B-person O O O O O B-person O O O O
1471,"['@KimberleyW1983', 'Thanks', ',', 'c4', 'is', 'going', 'on', '!', 'Lol', '.', 'DVD', 'Out', '25th', 'October', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@KimberleyW1983 Thanks , c4 is going on ! Lol . DVD Out 25th October !",O O O O O O O O O O O O O O O
1472,"['@endlesskies', 'ik', 'me', '2', '.', 'At', 'night', ""I'm"", 'wide', 'awake', 'but', 'the', 'daytime', ',', ""I'm"", 'so', 'tired', 'my', 'day', 'drags']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@endlesskies ik me 2 . At night I'm wide awake but the daytime , I'm so tired my day drags",O O O O O O O O O O O O O O O O O O O O
1473,"['RT', '@DeepakChopra', ':', 'Split', 'me', ',', 'make', 'me', 'nothing', '.', 'Fling', 'me', 'across', 'the', 'fabric', 'of', 'space', 'and', 'time', '.', 'From', 'nothing', 'once', 'again', ',', 'make', 'me', 'everything', '-Rumi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']","RT @DeepakChopra : Split me , make me nothing . Fling me across the fabric of space and time . From nothing once again , make me everything -Rumi",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person
1474,"['I', 'hate', 'it', 'when', ""I'm"", 'tired', 'at', 'about', '8', 'but', 'by', '11', 'I', 'seem', 'to', 'be', 'awake', '.', '-', '.', '-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I hate it when I'm tired at about 8 but by 11 I seem to be awake . - . -,O O O O O O O O O O O O O O O O O O O O O
1475,"['thank', 'god', 'its', 'fucking', 'friday']","['O', 'O', 'O', 'O', 'O']",thank god its fucking friday,O O O O O
1476,"['last', 'day', 'of', 'sorting', 'pope', 'visit', 'to', 'birmingham', 'stuff', 'out', '.....', 'hope', 'it', 'goes', 'ok', 'on', 'sunday', '!!']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",last day of sorting pope visit to birmingham stuff out ..... hope it goes ok on sunday !!,O O O O B-person O O B-geo-loc O O O O O O O O O O
1477,"['@chazzy00', 'what', 'we', 'on', 'tonight', 'friend']","['O', 'O', 'O', 'O', 'O', 'O']",@chazzy00 what we on tonight friend,O O O O O O
1478,"[""'FREEGAME"", 'FRIDAY', '!!!', 'text', 'in', 'the', 'word', '""', 'FREEGAME', '""', 'to', '59925', 'for', 'a', 'FREE', '1hr', 'timeplay', 'gamecard', ""!'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'FREEGAME FRIDAY !!! text in the word "" FREEGAME "" to 59925 for a FREE 1hr timeplay gamecard !'",O O O O O O O O O O O O O O O O O O O
1479,"['Chicago', 'Weekend', 'Events', ':', 'Lebowski', 'Fest', ',', 'Dave', 'Matthews', ',', 'Latin', 'Music', 'And', 'More', ':', 'The', 'lively', 'weekend', '(', 'well', ',', 'Friday', 'throu', '...', 'http://bit.ly/cLTnyl']","['B-geo-loc', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Chicago Weekend Events : Lebowski Fest , Dave Matthews , Latin Music And More : The lively weekend ( well , Friday throu ... http://bit.ly/cLTnyl",B-geo-loc O O O B-other I-other O B-person I-person O O O O O O O O O O O O O O O O
1480,"['@mekamoe927', ""I've"", 'had', 'one', 'before', ',', 'but', 'it', 'was', 'a', 'short', 'experience', '(', 'double', 'entendre', 'intended)', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@mekamoe927 I've had one before , but it was a short experience ( double entendre intended) .",O O O O O O O O O O O O O O O O O
1481,"['This', '.', 'RT', '@bethanyshondark', ':', 'RT', '@duchess_rebecca', ':', 'Twitter', 'is', 'going', 'to', 'be', 'less', 'fun', 'tonight', 'without', 'the', 'snarky', 'Joos', '.', 'Aw', '!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",This . RT @bethanyshondark : RT @duchess_rebecca : Twitter is going to be less fun tonight without the snarky Joos . Aw !!,O O O O O O O O B-company O O O O O O O O O O O O O O
1482,"['@RealWendyHall', '@piccoz', 'It', ""didn't"", 'stop', 'me', 'when', 'there', 'was', '4', 'of', 'yous', 'at', 'me', '!!!', 'Quite', 'enjoyed', 'it', 'tbh', '!!!', 'Lol']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@RealWendyHall @piccoz It didn't stop me when there was 4 of yous at me !!! Quite enjoyed it tbh !!! Lol,O O O O O O O O O O O O O O O O O O O O O
1483,"['The', 'pope', ""isn't"", 'really', 'making', 'much', 'of', 'an', 'effort', '.', 'He', ""'s"", 'wearing', 'the', 'same', 'clothes', 'as', 'yesterday', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",The pope isn't really making much of an effort . He 's wearing the same clothes as yesterday .,O B-person O O O O O O O O O O O O O O O O O
1484,"['There', 'was', 'just', 'a', 'fire', 'at', 'work', '.', 'Today', 'is', 'looking', 'up', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",There was just a fire at work . Today is looking up .,O O O O O O O O O O O O O
1485,"['Shoutout', 'to', '@HarryReid', 'for', 'his', 'help', 'with', 'DADT', '.', 'Thanks', 'for', 'following', '.', 'Good', 'luck', 'on', 'Tuesday', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Shoutout to @HarryReid for his help with DADT . Thanks for following . Good luck on Tuesday !,O O O O O O O B-other O O O O O O O O O O
1486,"['@pdparticle', 'How', 'do', 'you', 'think', 'your', 'parents', 'are', 'able', 'to', 'help', 'you', 'with', 'your', 'homework', '?', 'It', ""'s"", 'because', 'they', 'learned', 'the', 'same', 'thing', 'years', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@pdparticle How do you think your parents are able to help you with your homework ? It 's because they learned the same thing years ago .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
1487,"[""'RT"", '@veganbotanicals', ':', 'alright', '#vegans', '!', 'ANY', 'purchase', 'from', 'our', 'etsy', 'shop', 'is', '1/2', 'off', 'when', 'you', 'type', '""', 'go', '#vegan', '""', 'in', 'the', 'message', 'to', 'seller', 'at', 'c', ""...'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'RT @veganbotanicals : alright #vegans ! ANY purchase from our etsy shop is 1/2 off when you type "" go #vegan "" in the message to seller at c ...'",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1488,"['Y', 'La', 'Bamba', ':', 'Playing', 'a', 'show', 'in', 'Portland', ',', 'OR', 'at', '9:00', 'PM', 'today', 'at', 'Mississippi', 'Studios', 'http://artistdata.com/a/1kdx']","['B-musicartist', 'I-musicartist', 'I-musicartist', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'I-facility', 'O']","Y La Bamba : Playing a show in Portland , OR at 9:00 PM today at Mississippi Studios http://artistdata.com/a/1kdx",B-musicartist I-musicartist I-musicartist O O O O O B-geo-loc O O O O O O O B-facility I-facility O
1489,"['@CoryFerrari', 'test', 'came', 'out', 'positive', '?', 'Sorry', 'lil', 'buddy', '.....', 'At', 'least', 'medicine', 'these', 'days', 'can', 'keep', 'it', 'in', 'control', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@CoryFerrari test came out positive ? Sorry lil buddy ..... At least medicine these days can keep it in control .,O O O O O O O O O O O O O O O O O O O O O
1490,"['Goodnight', 'and', 'may', 'peace', 'be', 'upon', 'you', 'and', 'yours', '.', '&lt;', '3']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Goodnight and may peace be upon you and yours . &lt; 3,O O O O O O O O O O O O
1491,"['@journalproject', 'For', 'example', ',', 'when', 'younger', ',', 'she', 'won', 'trophy', ',', 'but', 'results', 'were', 'messed', 'up', '&amp;', 'some1', 'else', 'really', 'one', '.', 'She', 'refused', 'to', 'give', 'it', 'back', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@journalproject For example , when younger , she won trophy , but results were messed up &amp; some1 else really one . She refused to give it back .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
